game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
proyakyuugreatestnine97,Pro Yakyū Greatest Nine 97,プロ野球 Greatest Nine 97,Pro Yakyū Greatest Nine 97,プロ野球 Greatest Nine 97 プロ野球グレイテストナイン'97,1997-03-28
proyakyuugreatestnine97,Pro Yakyū Greatest Nine 97,プロ野球 Greatest Nine 97,Pro Yakyū Greatest Nine 97,プロ野球 Greatest Nine 97 プロ野球グレイテストナイン'97,1997-03-28
proyakyuugreatestnine97makemiracle,Pro Yakyū Greatest Nine 97: Make Miracle,プロ野球 Greatest Nine 97 メークミラクル,Pro Yakyū Greatest Nine 97: Make Miracle,プロ野球 Greatest Nine 97 メークミラクル プロ野球グレイテストナイン'97メークミラクル,1997-09-25
proyakyuugreatestnine98,Pro Yakyū Greatest Nine 98,プロ野球 Greatest Nine 98,Pro Yakyū Greatest Nine 98,プロ野球 Greatest Nine 98 プロ野球グレイテストナイン'98,1998-03-26
proyakyuugreatestnine98,Pro Yakyū Greatest Nine 98,プロ野球 Greatest Nine 98,Pro Yakyū Greatest Nine 98,プロ野球 Greatest Nine 98 プロ野球グレイテストナイン'98,1999-03-11
proyakyuugreatestnine98summeraction,Pro Yakyū Greatest Nine 98: Summer Action,プロ野球 Greatest Nine 98: Summer Action,Pro Yakyū Greatest Nine 98: Summer Action,プロ野球 Greatest Nine 98: Summer Action プロ野球グレイテストナイン98 サマーアクション,1998-08-06
proyakyuuteammotsukurou,Pro Yakyū Team mo Tsukurō!,プロ野球チームもつくろう!,Pro Yakyū Team mo Tsukurō!,プロ野球チームもつくろう!,1998-02-19
proyakyuuteammotsukurou,Pro Yakyū Team mo Tsukurō!,プロ野球チームもつくろう!,Pro Yakyū Team mo Tsukurō!,プロ野球チームもつくろう!,1998-02-19
pulirula,Pu·Li·Ru·La,,Arcade Gears: Pu·Li·Ru·La,AG アーケードギアーズ Pu·Li·Ru·La プリルラ,1997-08-28
pupbreeder,Pup-Breeder,パップ・ブリーダー,Pup-Breeder,パップ・ブリーダー,1996-11-01
puyopuyosun,Puyo Puyo Sun,ぷよぷよSun,Puyo Puyo Sun,ぷよぷよSun,1997-02-14
puyopuyosun,Puyo Puyo Sun,ぷよぷよSun,Puyo Puyo Sun,ぷよぷよSun,1997-02-14
puyopuyosun,Puyo Puyo Sun,ぷよぷよSun,Puyo Puyo Sun,ぷよぷよSun,1998-07-30
puyopuyosun,Puyo Puyo Sun for SegaNet,ぷよぷよSun for SegaNet,Puyo Puyo Sun for SegaNet,ぷよぷよSun for SegaNet,1997-09-04
puyopuyo2,Puyo Puyo Tsū,ぷよぷよ通,Puyo Puyo Tsū,ぷよぷよ通,1995-10-27
puyopuyo2,Puyo Puyo Tsū,ぷよぷよ通,Puyo Puyo Tsū,ぷよぷよ通,1997-06-20
puzzlebobble2,Puzzle Bobble 2x,Puzzle Bobble 2x パズルボブル2x,Puzzle Bobble 2x,Puzzle Bobble 2x パズルボブル2x,1996-07-26
puzzlebobble2xandspaceinvaders,Puzzle Bobble 2x,Puzzle Bobble 2x パズルボブル2x,Puzzle Bobble 2x & Space Invaders,Puzzle Bobble 2x パズルボブル2x & Space Invaders,1997-04-04
puzzlebobble2,Puzzle Bobble 2x,Puzzle Bobble 2x パズルボブル2x,Puzzle Bobble 2x,Puzzle Bobble 2x パズルボブル2x,1998-07-23
puzzlebobble3,Puzzle Bobble 3,Puzzle Bobble 3 パズルボブル3,Puzzle Bobble 3,Puzzle Bobble 3 パズルボブル3,1997-03-28
puzzlebobble3,Puzzle Bobble 3,Puzzle Bobble 3 パズルボブル3,Puzzle Bobble 3,Puzzle Bobble 3 パズルボブル3,1997-03-28
puzzlebobble3,Puzzle Bobble 3 for SegaNet パズルボブル3 フォーセガネット,,Puzzle Bobble 3 for SegaNet パズルボブル3 フォーセガネット,,1997-08-08
sandr,Puzzle & Action: Sand-R,Puzzle & Action サンドア～ル,2do Aru Koto wa Puzzle & Action: Sand-R,2度あることは Puzzle & Action サンドア～ル,1996-04-05
sandr,Puzzle & Action: Sand-R,Puzzle & Action サンドア～ル,2do Aru Koto wa Puzzle & Action: Sand-R,2度あることは Puzzle & Action サンドア～ル,1998-02-11
shukudaigatantr,Puzzle & Action: Shukudai ga Tant-R,Puzzle & Action 宿題がタントア〜ル,SEGA Ages: Puzzle & Action: Shukudai ga Tant-R,SEGA Ages: Puzzle & Action 宿題がタントア〜ル,1996-05-24
pyonpyonkyarurunomahjongbiyori,Pyon Pyon Kyaruru no Mahjong Biyori,ぴょんぴょんキャルルのまあじゃん日和 びより,Pyon Pyon Kyaruru no Mahjong Biyori,ぴょんぴょんキャルルのまあじゃん日和 びより,1996-12-20
quantumgate,Quantum Gate,,Quantum Gate I: Akumu no Joshō,Quantum Gate I クァンタムゲート 悪夢の序章,1995-09-29
quiznanairodreamsnijiirochounokiseki,Quiz Nanairo Dreams: Nijiirochō no Kiseki,Quiz なないろ Dreams 虹色町の奇跡,Quiz Nanairo Dreams: Nijiirochō no Kiseki,Quiz なないろ Dreams 虹色町の奇跡,1997-06-27
quiznanairodreamsnijiirochounokiseki,Quiz Nanairo Dreams: Nijiirochō no Kiseki,Quiz なないろ Dreams 虹色町の奇跡,Quiz Nanairo Dreams: Nijiirochō no Kiseki,Quiz なないろ Dreams 虹色町の奇跡,
quovadis,QuoVadis,QuoVadis クォヴァディス,QuoVadis,QuoVadis クォヴァディス,1995-12-21
quovadis2wakuseikyoushuuovanrei,QuoVadis 2: Wakusei Kyōshū Ovan Rei,QuoVadis 2 惑星強襲 オヴァン・レイ クォヴァディス2,QuoVadis 2: Wakusei Kyōshū Ovan Rei,QuoVadis 2 惑星強襲 オヴァン・レイ クォヴァディス2,1997-04-04
quovadis2wakuseikyoushuuovanrei,QuoVadis 2: Wakusei Kyōshū Ovan Rei,QuoVadis 2 惑星強襲 オヴァン・レイ クォヴァディス2,QuoVadis 2: Wakusei Kyōshū Ovan Rei,QuoVadis 2 惑星強襲 オヴァン・レイ クォヴァディス2,1997-04-04
rabbit,Rabbit,羅媚斗 Rabbit,Rabbit,羅媚斗 Rabbit,1997-06-27
racedrivin,Race Drivin',,Race Drivin',Race Drivin' レース ドライビン,1995-08-04
radiantsilvergun,Radiant Silvergun,Radiant Silvergun レイディアント シルバーガン,Radiant Silvergun,Radiant Silvergun レイディアント シルバーガン,1998-07-23
rampo,Rampo,,Rampo,,1995-02-24
rampo,Rampo,,Rampo,,1995-02-24
rayman,Rayman,,Rayman,Rayman レイマン,1995-11-17
realboutgaroudensetsu,Real Bout Garō Densetsu,Real Bout 餓狼伝説,Real Bout Garō Densetsu,Real Bout 餓狼伝説,1996-09-20
realboutgaroudensetsubestcollection,Real Bout Garō Densetsu,Real Bout 餓狼伝説,Real Bout Garō Densetsu: Best Collection,リアルバウト餓狼伝説 ベストコレクション,1998-08-06
realboutspecial,Real Bout Special,,Real Bout Special,Real Bout Special リアルバウト餓狼伝説スペシャル,1997-12-23
realboutspecial,Real Bout Special,,Real Bout Special (Kakuchō RAM Cartridge-tsuki Okaidoku Set!!),Real Bout Special リアルバウト餓狼伝説スペシャル (拡張ラムカートリッジ付き「お買得セット」!!),1997-12-23
realboutgaroudensetsubestcollection,Real Bout Special,,Real Bout Garō Densetsu: Best Collection,リアルバウト餓狼伝説 ベストコレクション,1998-08-06
realmahjongadventureumiesummerwaltz,Real Mahjong Adventure Umi e: Summer Waltz,リアル麻雀アドベンチャー 海へ Summer Waltz,Real Mahjong Adventure Umi e: Summer Waltz,リアル麻雀アドベンチャー 海へ Summer Waltz,1998-11-05
realmahjongadventureumiesummerwaltz,Real Mahjong Adventure Umi e: Summer Waltz,リアル麻雀アドベンチャー 海へ Summer Waltz,Real Mahjong Adventure Umi e: Summer Waltz (P's Club Genteiban),リアル麻雀アドベンチャー 海へ Summer Waltz (P's Club　限定版),1998-11-05
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
realsoundkazenoregret,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,Real Sound: Kaze no Regret,リアルサウンド 風のリグレット,1997-07-18
refrainloveanataniaitai,Refrain Love: Anata ni Aitai,リフレインラブ Refrain Love あなたに逢いたい,Refrain Love: Anata ni Aitai,リフレインラブ Refrain Love あなたに逢いたい,1997-11-27
refrainloveanataniaitai,Refrain Love: Anata ni Aitai,リフレインラブ Refrain Love あなたに逢いたい,Refrain Love: Anata ni Aitai,リフレインラブ Refrain Love あなたに逢いたい,1997-11-27
returntozork,Return to Zork,,Return to Zork,Return to Zork リターン・トゥ・ゾーク,1996-02-02
returntozork,Return to Zork,,Return to Zork,Return to Zork リターン・トゥ・ゾーク,
revolutionx,Revolution X Featuring Aerosmith,,Revolution X: Music Is the Weapon.,Revolution X: Music Is the Weapon. レボリューションX,1996-04-26
riglordsaga,Riglordsaga,,Riglordsaga,Riglordsaga リグロード サーガ,1995-07-21
riglordsaga,Riglordsaga,,Riglordsaga,Riglordsaga リグロード サーガ,1995-07-21
riglordsaga,Riglordsaga,,Riglordsaga,Riglordsaga リグロード サーガ,
riglordsaga,Riglordsaga,,Riglordsaga,Riglordsaga リグロード サーガ,
riglordsaga2,Riglordsaga 2,Riglordsaga 2 リグロード サーガ 弐,Riglordsaga 2,Riglordsaga 2 リグロード サーガ 弐,1996-11-08
riglordsaga2,Riglordsaga 2,Riglordsaga 2 リグロード サーガ 弐,Riglordsaga 2,Riglordsaga 2 リグロード サーガ 弐,1996-11-08
rise2resurrection,Rise 2: Resurrection,,Rise of the Robot 2: Rise 2: Resurrection,ライズオブザロボット2 Resurrection: Rise 2,1996-06-28
riventhesequeltomyst,Riven: The Sequel to Myst,,Riven: The Sequel to Myst,Riven: The Sequel to Myst リヴン ザ シークェル トゥー ミスト,1998-04-09
riventhesequeltomyst,Riven: The Sequel to Myst,,Riven: The Sequel to Myst,Riven: The Sequel to Myst リヴン ザ シークェル トゥー ミスト,1998-04-09
riventhesequeltomyst,Riven: The Sequel to Myst,,Riven: The Sequel to Myst,Riven: The Sequel to Myst リヴン ザ シークェル トゥー ミスト,1998-04-09
riventhesequeltomyst,Riven: The Sequel to Myst,,Riven: The Sequel to Myst,Riven: The Sequel to Myst リヴン ザ シークェル トゥー ミスト,1998-04-09
rmjthemysteryhospital,R?MJ: The Mystery Hospital,R?MJ: The Mystery Hospital ――エムジェイ。,R?MJ: The Mystery Hospital,R?MJ: The Mystery Hospital ――エムジェイ。,1997-12-18
rox6six,RoX: 6=Six,RoX: 6=Six ロックス,RoX: 6=Six,,1998-10-22
thunderstormlx3androadblaster,Road Blaster,,Thunder Storm LX-3 & Road Blaster,,1995-10-20
roadrash3do,Road Rash,,Road Rash,Road Rash ロードラッシュ,1996-07-26
robopit,Robo Pit,,Robo Pit,Robo Pit ロボ・ピット,1996-02-16
rockman8,Rockman 8: Metal Heroes,Rockman 8 メタルヒーローズ,Rockman 8: Metal Heroes,Rockman 8 ロックマン8 メタルヒーローズ,1997-01-17
rockman8,Rockman 8: Metal Heroes,Rockman 8 メタルヒーローズ,Rockman 8: Metal Heroes,Rockman 8 ロックマン8 メタルヒーローズ,1999-02-04
rockmanx3,Rockman X3,,Rockman X3,Rockman X3 ロックマンX3,1996-04-26
rockmanx4,Rockman X4,,Rockman X4,Rockman X4 ロックマンX4,1997-08-01
rockmanx4,Rockman X4,,Rockman X4 (Special Limited Pack),Rockman X4 ロックマンX4 (Special Limited Pack スペシャルリミテッドパック),1997-08-01
rockmanx4,Rockman X4,,Rockman X4,Rockman X4 ロックマンX4,1998-12-10
roukaniichidantr,Rōka ni Ichidant-R,廊下にイチダントアー,SEGA Ages: Rōka ni Ichidant-R,SEGA Ages 廊下にイチダントアー,1996-12-27
ronde,Ronde,Ronde 輪舞曲 ロンド,Ronde,Ronde 輪舞曲 ロンド,1997-10-30
ronde,Ronde,Ronde 輪舞曲 ロンド,Ronde,Ronde 輪舞曲 ロンド,1997-10-30
roommateinoueryouko,Roommate: Inoue Ryōko,Roommate 井上涼子,Roommate: Inoue Ryōko,Roommate 井上涼子,1997-02-14
roommateinoueryouko,Roommate: Inoue Ryōko,Roommate 井上涼子,Roommate: Inoue Ryōko,Roommate 井上涼子,
roommateryoukoinsummervacation,Roommate: Ryōko in Summer Vacation,Roommate 涼子 in Summer Vacation,Roommate: Ryōko in Summer Vacation,Roommate 涼子 in Summer Vacation,1997-09-25
roommateryoukoinsummervacation,Roommate: Ryōko in Summer Vacation,Roommate 涼子 in Summer Vacation,Roommate: Ryōko in Summer Vacation (Shokai Genteiban),Roommate 涼子 in Summer Vacation (初回限定版),1997-09-25
roommate3ryoukokazenokagayakuasani,Roommate 3: Ryōko Kaze no Kagayaku Asa ni,Roommate 3 涼子 風の輝く朝に,Roommate 3: Ryōko Kaze no Kagayaku Asa ni,Roommate 3 涼子 風の輝く朝に,1998-04-29
roommate3ryoukokazenokagayakuasani,Roommate 3: Ryōko Kaze no Kagayaku Asa ni,Roommate 3 涼子 風の輝く朝に,Roommate 3: Ryōko Kaze no Kagayaku Asa ni,Roommate 3 涼子 風の輝く朝に,
roommatewfutari,Roommate W: Futari,Roommate W ふたり,Roommate W,ルームメイトW,1999-01-14
roommatewfutari,Roommate W: Futari,Roommate W ふたり,Roommate W,ルームメイトW,1999-01-14
ruriironoyuki,Ruriiro no Yuki,瑠璃色の雪,Ruriiro no Yuki,瑠璃色の雪,1998-12-10
ruriironoyuki,Ruriiro no Yuki,瑠璃色の雪,Ruriiro no Yuki (Shokai Gentei!! Original Hologram Seal-tsuki),瑠璃色の雪 (初回限定!!　オリジナルホログラムシール付),1998-12-10
ryoukonooshaberiroom,Ryōko no Oshaberi Room,涼子のおしゃべりルーム Roommate,Ryōko no Oshaberi Room,涼子のおしゃべりルーム,1999-04-22
ryourinotetsujinkitchenstadiumtour,Ryōri no Tetsujin: Kitchen Stadium Tour,料理の鉄人 Kitchen Stadium Tour,Ryōri no Tetsujin: Kitchen Stadium Tour,料理の鉄人 Kitchen Stadium Tour,1996-02-23
ryuutekigosennendragonsofchina,Ryūteki Gosennen: Dragons of China,龍的五千年 Dragons of China,Ryūteki Gosennen: Dragons of China,龍的五千年 Dragons of China,1997-05-23
sadamotoyoshiyukiillustrations,Sadamoto Yoshiyuki Illustrations,貞本義行イラストレーションズ,Sadamoto Yoshiyuki Illustrations,貞本義行 Illustrations イラストレーションズ,1997-11-27
sakamotoryuumaishinkaikoku,Sakamoto Ryūma: Ishin Kaikoku,坂本龍馬 維新開国,Sakamoto Ryūma: Ishin Kaikoku,坂本龍馬 維新開国,1998-01-29
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen,サクラ大戦,1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen,サクラ大戦,1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Tokubetsu Genteiban A type),サクラ大戦 (特別限定版　A type),1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Tokubetsu Genteiban A type),サクラ大戦 (特別限定版　A type),1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Tokubetsu Genteiban B type),サクラ大戦 (特別限定版　B type),1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Tokubetsu Genteiban B type),サクラ大戦 (特別限定版　B type),1996-09-27
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Fukkokuban),サクラ大戦 (復刻版),1997-06-20
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen (Fukkokuban),サクラ大戦 (復刻版),1997-06-20
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen,サクラ大戦,1998-02-11
sakurataisen,Sakura Taisen,サクラ大戦,Sakura Taisen,サクラ大戦,1998-02-11
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare,サクラ大戦2 Sakura Wars 君、死にたもうことなかれ,1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisen2kimishinitamoukotonakare,Sakura Taisen,サクラ大戦2 Sakura Wars,Sakura Taisen 2: Kimi‚ Shinitamō Koto Nakare (Shokai Tokutenban),サクラ大戦2 Sakura Wars 君、死にたもうことなかれ (初回特典版),1998-04-04
sakurataisenhanagumitaisencolumns,Sakura Taisen: Hanagumi Taisen Columns,サクラ大戦 Sakura Wars 花組対戦コラムス,Sakura Taisen: Hanagumi Taisen Columns,サクラ大戦 Sakura Wars 花組対戦コラムス,1997-03-28
sakurataisenhanagumitaisencolumns,Sakura Taisen: Hanagumi Taisen Columns,サクラ大戦 Sakura Wars 花組対戦コラムス,Sakura Taisen: Hanagumi Taisen Columns,サクラ大戦 Sakura Wars 花組対戦コラムス,1997-03-28
sakurataisenhanagumitsuushin,Sakura Taisen: Hanagumi Tsūshin,サクラ大戦 Sakura Wars 花組通信,Sakura Taisen: Hanagumi Tsūshin,サクラ大戦 Sakura Wars 花組通信,1997-02-14
sakurataisenhanagumitsuushin,Sakura Taisen: Hanagumi Tsūshin,サクラ大戦 Sakura Wars 花組通信,Sakura Taisen: Hanagumi Tsūshin,サクラ大戦 Sakura Wars 花組通信,1997-02-14
sakurataisenjoukiradioshow,Sakura Taisen: Jōki Radio Show (Yūgi-ban),サクラ大戦 蒸気ラジヲショウ Steam Radio Show (遊戯版),Sakura Taisen: Jōki Radio Show (Yūgi-ban),サクラ大戦 蒸気ラジヲショウ Steam Radio Show (遊戯版),1997-11-13
sakurataisenjoukiradioshow,Sakura Taisen: Jōki Radio Show (Kayō-ban),サクラ大戦 蒸気ラジヲショウ Steam Radio Show (歌謡版),Sakura Taisen: Jōki Radio Show (Kayō-ban),サクラ大戦 蒸気ラジヲショウ Steam Radio Show (歌謡版),1997-11-13
sakurataisenteigekigraph,Sakura Taisen: Teigeki Graph: Teigeki Graph in Sakura Wars,サクラ大戦 帝撃グラフ Teigeki Graph in Sakura Wars,Sakura Taisen: Teigeki Graph: Teigeki Graph in Sakura Wars,サクラ大戦 帝撃グラフ Teigeki Graph in Sakura Wars,1998-12-23
sakurataisenteigekigraph,Sakura Taisen: Teigeki Graph: Teigeki Graph in Sakura Wars,サクラ大戦 帝撃グラフ Teigeki Graph in Sakura Wars,Sakura Taisen: Teigeki Graph: Teigeki Graph in Sakura Wars,サクラ大戦 帝撃グラフ Teigeki Graph in Sakura Wars,1998-12-23
sakuratsuushin,Sakura Tsūshin,桜通信,Sakura Tsūshin,桜通信,1998-10-01
salamanderdeluxepackplus,Salamander Deluxe Pack Plus,沙羅曼蛇 Deluxe Pack Plus,Salamander Deluxe Pack Plus,沙羅曼蛇 Deluxe Pack Plus,1997-06-19
samuraispiritsak,Samurai Spirits: Amakusa Kōrin / Samurai Shodown IV: Amakusa's Revenge,サムライスピリッツ 天草降臨 / Samurai Shodown IV: Amakusa's Revenge,Samurai Spirits: Amakusa Kōrin,サムライスピリッツ 天草降臨,1997-10-02
samuraispiritsak,Samurai Spirits: Amakusa Kōrin / Samurai Shodown IV: Amakusa's Revenge,サムライスピリッツ 天草降臨 / Samurai Shodown IV: Amakusa's Revenge,Samurai Spirits: Amakusa Kōrin (Kakuchō RAM Dōkon Okaidoku Set!!),サムライスピリッツ 天草降臨 (拡張ラム同梱「お買得セット」!!),1997-10-02
samuraispiritsbestcollection,Samurai Spirits: Amakusa Kōrin / Samurai Shodown IV: Amakusa's Revenge,サムライスピリッツ 天草降臨 / Samurai Shodown IV: Amakusa's Revenge,Samurai Spirits: Best Collection,サムライスピリッツベストコレクション,1998-08-06
samuraispiritszm,Samurai Spirits: Zankurō Musōken,サムライスピリッツ 斬紅郎無双剣,Samurai Spirits: Zankurō Musōken,サムライスピリッツ 斬紅郎無双剣,1996-11-08
samuraispiritszm,Samurai Spirits: Zankurō Musōken,サムライスピリッツ 斬紅郎無双剣,Samurai Spirits: Zankurō Musōken (Kakuchō RAM Cartridge-tsuki Okaidoku Set!!),サムライスピリッツ 斬紅郎無双剣 (拡張RAMカートリッジ付き「お買得セット」!!),1996-11-08
samuraispiritsbestcollection,Samurai Spirits: Zankurō Musōken,サムライスピリッツ 斬紅郎無双剣,Samurai Spirits: Best Collection,サムライスピリッツベストコレクション,1998-08-06
sangokushieiketsuden,Sangokushi Eiketsuden,三國志 英傑伝,Sangokushi Eiketsuden,三國志 英傑伝,1996-03-29
sangokushieiketsuden,Sangokushi Eiketsuden,三國志 英傑伝,Sangokushi Eiketsuden (Premium Pack),三國志 英傑伝 (ペレミアムパック),1997-11-20
sangokushi4,Sangokushi IV,三國志IV,Sangokushi IV,三國志IV,1995-04-28
sangokushi4,Sangokushi IV,三國志IV,Sangokushi IV,三國志IV,1998-04-09
sangokushi4,Sangokushi IV with Power-Up Kit,三國志IV with パワーアップキット,Sangokushi IV with Power-Up Kit,三國志IV with パワーアップキット,1997-09-11
sangokushikoumeiden,Sangokushi Kōmeiden,三國志 孔明伝,Sangokushi Kōmeiden,三國志 孔明伝,1997-03-28
sangokushikoumeiden,Sangokushi Kōmeiden,三國志 孔明伝,Sangokushi Kōmeiden (Premium Pack),三國志 孔明伝 (ペレミアムパック),1997-11-20
sangokushi,Sangokushi Returns,三國志リターンズ,Sangokushi Returns,三國志リターンズ,1997-01-31
valuesetseriessangokushi,Sangokushi Returns,三國志リターンズ,Value Set Series: Sangokushi V / Sangokushi Returns,バリューセットシリーズ 三國志V / 三國志リターンズ,1997-02-21
sangokushi5,Sangokushi V,三國志V,Sangokushi V,三國志V,1996-09-27
sangokushi5,Sangokushi V,三國志V,Sangokushi V (Premium Pack),三國志V (ペレミアムパック),1997-11-20
valuesetseriessangokushi,Sangokushi V,三國志V,Value Set Series: Sangokushi V / Sangokushi Returns,バリューセットシリーズ 三國志V / 三國志リターンズ,1997-02-21
sankyofeverjikkisimulations,Sankyo Fever: Jikki Simulation S,Sankyo Fever 実機シミュレーション S,Sankyo Fever: Jikki Simulation S,Sankyo Fever 実機シミュレーション S,1997-04-04
sankyofeverjikkisimulations,Sankyo Fever: Jikki Simulation S,Sankyo Fever 実機シミュレーション S,Sankyo Fever: Jikki Simulation S (Genteiban),Sankyo Fever 実機シミュレーション S (限定版),1997-04-04
sankyofeverjikkisimulations,Sankyo Fever: Jikki Simulation S,Sankyo Fever 実機シミュレーション S,Sankyo Fever: Jikki Simulation S (Genteiban),Sankyo Fever 実機シミュレーション S (限定版),1998-03-12
sankyofeverjikkisimulationsvol2,Sankyo Fever: Jikki Simulation S Vol.2,Sankyo Fever 実機シミュレーション S Vol.2,Sankyo Fever: Jikki Simulation S Vol.2,Sankyo Fever 実機シミュレーション S Vol.2,1997-04-04
sankyofeverjikkisimulationsvol3,Sankyo Fever: Jikki Simulation S Vol.3,Sankyo Fever 実機シミュレーション S Vol.3,Sankyo Fever: Jikki Simulation S Vol.3,Sankyo Fever 実機シミュレーション S Vol.3,1998-11-26
sankyofeverjikkisimulationsvol3bonuspack,Sankyo Fever: Jikki Simulation S Vol.2,Sankyo Fever 実機シミュレーション S Vol.2,Sankyo Fever: Jikki Simulation S Vol.3 (Bonus Pack),Sankyo Fever 実機シミュレーション S Vol.3 (Bonus Pack),1998-11-26
sankyofeverjikkisimulationsvol3bonuspack,Sankyo Fever: Jikki Simulation S Vol.3,Sankyo Fever 実機シミュレーション S Vol.3,Sankyo Fever: Jikki Simulation S Vol.3 (Bonus Pack),Sankyo Fever 実機シミュレーション S Vol.3 (Bonus Pack),1998-11-26
